"id","x","y","Categories","Year","Area (m2)","Population","Female","Male","Population Density","Household (person)","Per Capita Income","Housing Unit Prices For Sale","Housing Unit Prices For Rent","Commercial Property Unit Prices For Sale","Commercial Property Unit Prices For Rent","nearest2009_1","nearest2009_2","nearest2009_3","nearest2009_4","nearest2009_5","nearest2013_1","nearest2013_2","nearest2013_3","nearest2013_4","nearest2013_5","nearest2020_1","nearest2020_2","nearest2020_3","nearest2020_4","nearest2020_5","x_coord","y_coord"
37,"405,797.43","4,546,116.83",1,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,9,10,12,16,12,9,10,12,18,12,9,10,12,18,"41.044471","28.879599"
47,"405,828.26","4,546,049.23",1,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,25,2,2,26,2,4,2,2,26,2,4,20,3,20,"41.043397","28.879930"
56,"405,848.42","4,545,997.48",1,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,20,10,4,5,20,23,10,23,5,20,23,10,12,5,23,"41.043019","28.880149"
114,"405,993.41","4,545,553.72",1,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,29,19,22,13,12,29,19,22,13,12,29,14,4,3,12,"41.038837","28.882001"
117,"406,006.96","4,545,509.69",1,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,26,3,25,10,3,26,3,25,10,3,26,3,25,10,3,"41.038837","28.882001"
198,"405,917.92","4,545,746.33",1,2009,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,10,16,10,10,17,10,16,10,10,17,10,3,10,10,20,"41.041149","28.881089"
212,"405,959.62","4,545,604.68",1,2009,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,3,2,3,23,12,3,2,3,23,2,3,10,3,2,2,"41.039879","28.881606"
239,"406,119.07","4,545,185.80",1,2009,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,21,10,23,10,10,21,10,6,10,10,21,10,6,10,23,"41.036126","28.883566"
249,"406,145.74","4,545,142.22",1,2009,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,28,10,23,23,12,10,10,10,23,12,10,7,23,23,12,"41.035737","28.883889"
278,"406,048.12","4,545,327.38",1,2009,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,26,12,23,27,2,26,12,23,27,2,3,12,23,12,7,"41.037328","28.882537"
288,"406,077.49","4,545,282.40",1,2009,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,10,10,10,4,10,10,10,10,4,10,10,10,10,4,4,"41.036715","28.883022"
303,"406,124.32","4,545,206.46",1,2009,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,21,4,10,29,10,21,4,2,29,10,21,4,2,21,10,"41.036087","28.883596"
330,"406,210.70","4,545,064.64",1,2009,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,20,23,20,7,25,10,23,20,28,25,10,23,21,28,20,"41.035046","28.884674"
342,"406,257.27","4,544,990.69",1,2009,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,29,6,12,10,23,29,6,21,10,23,29,3,21,10,23,"41.034386","28.885239"
37,"405,797.43","4,546,116.83",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,9,10,12,16,12,9,10,12,18,12,9,10,12,18,"41.044471","28.879599"
47,"405,828.26","4,546,049.23",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,25,2,2,26,2,4,2,2,26,2,4,20,3,20,"41.043397","28.879930"
56,"405,848.42","4,545,997.48",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,20,10,4,5,20,23,10,23,5,20,23,10,12,5,23,"41.043019","28.880149"
66,"405,874.46","4,545,926.68",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,25,29,23,12,16,10,29,23,12,20,23,29,16,29,10,"41.042285","28.880536"
114,"405,993.41","4,545,553.72",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,29,19,22,13,12,29,19,22,13,12,29,14,4,3,12,"41.038837","28.882001"
117,"406,006.96","4,545,509.69",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,26,3,25,10,3,26,3,25,10,3,26,3,25,10,3,"41.038837","28.882001"
198,"405,917.92","4,545,746.33",1,2013,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,10,16,10,10,17,10,16,10,10,17,10,3,10,10,20,"41.041149","28.881089"
212,"405,959.62","4,545,604.68",1,2013,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,3,2,3,23,12,3,2,3,23,2,3,10,3,2,2,"41.039879","28.881606"
249,"406,145.74","4,545,142.22",1,2013,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,28,10,23,23,12,10,10,10,23,12,10,7,23,23,12,"41.035737","28.883889"
278,"406,048.12","4,545,327.38",1,2013,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,26,12,23,27,2,26,12,23,27,2,3,12,23,12,7,"41.037328","28.882537"
288,"406,077.49","4,545,282.40",1,2013,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,10,10,10,4,10,10,10,10,4,10,10,10,10,4,4,"41.036715","28.883022"
303,"406,124.32","4,545,206.46",1,2013,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,21,4,10,29,10,21,4,2,29,10,21,4,2,21,10,"41.036087","28.883596"
326,"406,194.70","4,545,094.54",1,2013,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,10,4,30,18,10,10,4,28,10,10,10,10,1,25,10,"41.035045","28.884475"
330,"406,210.70","4,545,064.64",1,2013,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,20,23,20,7,25,10,23,20,28,25,10,23,21,28,20,"41.035046","28.884674"
342,"406,257.27","4,544,990.69",1,2013,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,29,6,12,10,23,29,6,21,10,23,29,3,21,10,23,"41.034386","28.885239"
37,"405,797.43","4,546,116.83",1,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,9,10,12,16,12,9,10,12,18,12,9,10,12,18,"41.044471","28.879599"
47,"405,828.26","4,546,049.23",1,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,25,2,2,26,2,4,2,2,26,2,4,20,3,20,"41.043397","28.879930"
56,"405,848.42","4,545,997.48",1,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,20,10,4,5,20,23,10,23,5,20,23,10,12,5,23,"41.043019","28.880149"
66,"405,874.46","4,545,926.68",1,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,25,29,23,12,16,10,29,23,12,20,23,29,16,29,10,"41.042285","28.880536"
98,"405,966.32","4,545,671.20",1,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,25,10,2,29,23,25,10,2,29,23,25,10,15,29,23,"41.039508","28.881625"
117,"406,006.96","4,545,509.69",1,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,26,3,25,10,3,26,3,25,10,3,26,3,25,10,3,"41.038837","28.882001"
174,"405,818.12","4,546,011.97",1,2020,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,2,27,26,22,23,2,27,26,22,23,28,12,26,22,23,"41.044076","28.879837"
198,"405,917.92","4,545,746.33",1,2020,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,10,16,10,10,17,10,16,10,10,17,10,3,10,10,20,"41.041149","28.881089"
212,"405,959.62","4,545,604.68",1,2020,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,3,2,3,23,12,3,2,3,23,2,3,10,3,2,2,"41.039879","28.881606"
278,"406,048.12","4,545,327.38",1,2020,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,26,12,23,27,2,26,12,23,27,2,3,12,23,12,7,"41.037328","28.882537"
288,"406,077.49","4,545,282.40",1,2020,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,10,10,10,4,10,10,10,10,4,10,10,10,10,4,4,"41.036715","28.883022"
303,"406,124.32","4,545,206.46",1,2020,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,21,4,10,29,10,21,4,2,29,10,21,4,2,21,10,"41.036087","28.883596"
324,"406,190.73","4,545,100.49",1,2020,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,18,10,10,10,4,10,10,6,1,4,25,10,18,4,10,"41.035157","28.884399"
26,"405,762.91","4,546,191.45",2,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,10,10,20,25,23,10,10,20,25,23,10,10,16,25,"41.045139","28.879177"
45,"405,824.13","4,546,059.39",2,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,1,25,4,22,2,1,4,2,22,2,1,4,2,22,"41.043397","28.879930"
46,"405,826.99","4,546,051.93",2,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,25,2,2,4,1,4,2,2,2,1,4,20,3,2,"41.043397","28.879930"
49,"405,834.93","4,546,031.77",2,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,26,23,10,25,10,26,23,23,4,10,20,23,30,4,2,"41.043397","28.879930"
88,"405,950.87","4,545,715.01",2,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,3,18,11,13,12,3,12,14,13,26,3,12,7,13,"41.040459","28.881460"
100,"405,967.38","4,545,666.12",2,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,25,4,10,29,3,25,28,10,29,3,25,1,10,29,20,"41.039508","28.881625"
120,"406,015.00","4,545,469.69",2,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,3,3,29,29,3,3,3,15,29,3,3,7,23,23,3,"41.038837","28.882001"
136,"405,669.29","4,546,345.59",2,2009,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,28,16,29,10,23,29,16,29,10,23,2,16,29,10,23,"41.046516","28.878041"
164,"405,762.00","4,546,145.57",2,2009,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,10,28,2,16,9,10,28,2,20,9,10,28,2,20,9,"41.045172","28.879156"
165,"405,767.87","4,546,134.45",2,2009,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,16,2,3,10,18,20,2,3,10,18,20,2,10,10,13,"41.045043","28.879236"
170,"405,790.25","4,546,082.23",2,2009,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,10,22,12,22,10,16,18,12,22,10,16,18,12,22,10,"41.044669","28.879500"
173,"405,815.90","4,546,017.05",2,2009,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,26,24,27,19,22,26,24,27,19,22,26,1,12,19,22,"41.044149","28.879788"
208,"405,957.71","4,545,629.70",2,2009,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,18,22,25,3,12,18,12,25,3,3,18,28,23,3,3,"41.040167","28.881570"
213,"405,960.97","4,545,595.87",2,2009,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,23,1,3,29,21,23,1,3,29,21,2,1,3,22,21,"41.039800","28.881623"
222,"406,034.25","4,545,320.33",2,2009,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,16,3,1,26,12,16,3,1,26,12,16,29,1,3,12,"41.037328","28.882537"
254,"406,176.38","4,545,095.00",2,2009,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,10,20,10,29,10,10,20,10,29,6,10,20,10,29,18,"41.035315","28.884261"
270,"406,233.21","4,545,002.76",2,2009,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,20,12,2,12,28,20,12,2,12,28,20,12,2,20,28,"41.034784","28.884890"
272,"406,238.85","4,544,993.16",2,2009,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,12,20,2,22,6,12,20,2,22,6,12,10,2,22,3,"41.034663","28.884995"
277,"406,258.77","4,544,959.34",2,2009,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,7,28,9,21,26,7,22,12,16,23,7,22,12,16,23,"41.034386","28.885239"
26,"405,762.91","4,546,191.45",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,10,10,20,25,23,10,10,20,25,23,10,10,16,25,"41.045139","28.879177"
44,"405,816.83","4,546,072.73",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,22,2,10,2,1,22,2,16,2,1,22,20,16,2,1,"41.044076","28.879837"
45,"405,824.13","4,546,059.39",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,1,25,4,22,2,1,4,2,22,2,1,4,2,22,"41.043397","28.879930"
46,"405,826.99","4,546,051.93",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,25,2,2,4,1,4,2,2,2,1,4,20,3,2,"41.043397","28.879930"
49,"405,834.93","4,546,031.77",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,26,23,10,25,10,26,23,23,4,10,20,23,30,4,2,"41.043397","28.879930"
88,"405,950.87","4,545,715.01",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,3,18,11,13,12,3,12,14,13,26,3,12,7,13,"41.040459","28.881460"
100,"405,967.38","4,545,666.12",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,25,4,10,29,3,25,28,10,29,3,25,1,10,29,20,"41.039508","28.881625"
107,"405,979.02","4,545,613.83",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,16,11,29,21,3,16,10,29,21,3,16,10,22,21,3,"41.039508","28.881625"
120,"406,015.00","4,545,469.69",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,3,3,29,29,3,3,3,15,29,3,3,7,23,23,3,"41.038837","28.882001"
136,"405,669.29","4,546,345.59",2,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,28,16,29,10,23,29,16,29,10,23,2,16,29,10,23,"41.046516","28.878041"
164,"405,762.00","4,546,145.57",2,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,10,28,2,16,9,10,28,2,20,9,10,28,2,20,9,"41.045172","28.879156"
165,"405,767.87","4,546,134.45",2,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,16,2,3,10,18,20,2,3,10,18,20,2,10,10,13,"41.045043","28.879236"
170,"405,790.25","4,546,082.23",2,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,10,22,12,22,10,16,18,12,22,10,16,18,12,22,10,"41.044669","28.879500"
173,"405,815.90","4,546,017.05",2,2013,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,26,24,27,19,22,26,24,27,19,22,26,1,12,19,22,"41.044149","28.879788"
208,"405,957.71","4,545,629.70",2,2013,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,18,22,25,3,12,18,12,25,3,3,18,28,23,3,3,"41.040167","28.881570"
213,"405,960.97","4,545,595.87",2,2013,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,23,1,3,29,21,23,1,3,29,21,2,1,3,22,21,"41.039800","28.881623"
222,"406,034.25","4,545,320.33",2,2013,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,16,3,1,26,12,16,3,1,26,12,16,29,1,3,12,"41.037328","28.882537"
227,"406,070.76","4,545,263.71",2,2013,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,16,28,3,10,4,12,28,3,10,4,16,12,3,10,4,"41.036822","28.882979"
270,"406,233.21","4,545,002.76",2,2013,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,20,12,2,12,28,20,12,2,12,28,20,12,2,20,28,"41.034784","28.884890"
272,"406,238.85","4,544,993.16",2,2013,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,12,20,2,22,6,12,20,2,22,6,12,10,2,22,3,"41.034663","28.884995"
277,"406,258.77","4,544,959.34",2,2013,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,7,28,9,21,26,7,22,12,16,23,7,22,12,16,23,"41.034386","28.885239"
301,"406,121.41","4,545,211.75",2,2013,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,21,1,4,28,29,21,1,4,28,29,21,1,4,28,21,"41.036108","28.883580"
44,"405,816.83","4,546,072.73",2,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,22,2,10,2,1,22,2,16,2,1,22,20,16,2,1,"41.044076","28.879837"
46,"405,826.99","4,546,051.93",2,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,25,2,2,4,1,4,2,2,2,1,4,20,3,2,"41.043397","28.879930"
53,"405,840.17","4,546,018.12",2,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,23,26,2,10,23,23,26,2,10,30,23,20,3,10,"41.043096","28.880100"
80,"405,911.07","4,545,823.38",2,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,18,4,10,7,10,16,4,10,21,23,10,4,10,21,2,"41.041374","28.880961"
82,"405,916.79","4,545,806.03",2,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,18,10,16,4,10,16,10,20,4,10,10,2,20,4,10,"41.041209","28.881057"
88,"405,950.87","4,545,715.01",2,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,3,18,11,13,12,3,12,14,13,26,3,12,7,13,"41.040459","28.881460"
107,"405,979.02","4,545,613.83",2,2020,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,16,11,29,21,3,16,10,29,21,3,16,10,22,21,3,"41.039508","28.881625"
136,"405,669.29","4,546,345.59",2,2020,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,28,16,29,10,23,29,16,29,10,23,2,16,29,10,23,"41.046516","28.878041"
137,"405,671.35","4,546,339.72",2,2020,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,2,10,23,16,29,2,10,23,16,29,2,10,23,16,29,"41.046463","28.878066"
164,"405,762.00","4,546,145.57",2,2020,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,10,28,2,16,9,10,28,2,20,9,10,28,2,20,9,"41.045172","28.879156"
165,"405,767.87","4,546,134.45",2,2020,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,16,2,3,10,18,20,2,3,10,18,20,2,10,10,13,"41.045043","28.879236"
170,"405,790.25","4,546,082.23",2,2020,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,10,22,12,22,10,16,18,12,22,10,16,18,12,22,10,"41.044669","28.879500"
214,"405,963.35","4,545,591.11",2,2020,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,2,1,3,16,29,2,1,3,3,29,10,1,3,3,22,"41.039508","28.881625"
270,"406,233.21","4,545,002.76",2,2020,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,20,12,2,12,28,20,12,2,12,28,20,12,2,20,28,"41.034784","28.884890"
272,"406,238.85","4,544,993.16",2,2020,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,12,20,2,22,6,12,20,2,22,6,12,10,2,22,3,"41.034663","28.884995"
277,"406,258.77","4,544,959.34",2,2020,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,7,28,9,21,26,7,22,12,16,23,7,22,12,16,23,"41.034386","28.885239"
301,"406,121.41","4,545,211.75",2,2020,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,21,1,4,28,29,21,1,4,28,29,21,1,4,28,21,"41.036108","28.883580"
335,"406,237.20","4,545,021.76",2,2020,"173346.8904","13.279","6.556","6.723","0.0766","3.51","5.193","3.507",14,"4.37",25,18,12,16,20,10,18,12,16,20,10,18,20,16,20,10,"41.034663","28.884995"
36,"405,789.36","4,546,138.93",3,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,18,25,9,16,2,18,16,9,20,2,13,24,9,20,2,"41.044669","28.879500"
61,"405,859.64","4,545,964.14",3,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,16,20,22,12,10,20,20,3,3,28,20,23,3,3,"41.042615","28.880345"
89,"405,956.79","4,545,710.14",3,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,11,2,13,3,12,14,2,13,3,12,7,2,13,3,26,"41.040220","28.881560"
92,"405,958.91","4,545,700.19",3,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,13,11,9,3,11,13,14,9,3,25,13,7,9,3,28,"41.040008","28.881579"
101,"405,970.98","4,545,652.57",3,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,27,18,2,25,10,28,12,2,25,10,28,18,15,25,20,"41.039508","28.881625"
118,"406,009.29","4,545,499.53",3,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,26,25,10,3,1,26,25,10,3,1,26,25,10,3,"41.038837","28.882001"
119,"406,013.10","4,545,476.88",3,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,3,3,10,29,2,3,3,10,15,12,7,3,10,23,"41.038837","28.882001"
121,"406,015.64","4,545,455.08",3,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,29,29,2,3,16,15,29,2,3,3,23,23,12,3,3,"41.038837","28.882001"
131,"406,034.32","4,545,381.64",3,2009,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,23,12,12,22,23,23,12,12,22,23,23,12,12,22,"41.037328","28.882537"
141,"405,678.97","4,546,319.24",3,2009,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,29,20,23,10,25,29,8,23,10,16,29,29,23,10,29,"41.046280","28.878160"
157,"405,720.56","4,546,229.07",3,2009,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,23,12,28,16,26,23,12,28,16,26,23,10,28,20,26,"41.045997","28.878628"
167,"405,776.12","4,546,119.37",3,2009,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,16,16,2,22,1,18,20,2,18,1,18,20,2,18,1,"41.044908","28.879337"
202,"405,943.74","4,545,680.82",3,2009,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,22,26,23,11,29,22,26,23,25,29,22,26,23,28,29,"41.040563","28.881406"
210,"405,957.50","4,545,619.01",3,2009,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,22,3,2,18,1,12,3,2,18,1,28,3,12,18,1,"41.040167","28.881570"
211,"405,959.22","4,545,610.71",3,2009,"441781.8782","32.364","16.019","16.345","0.0733","3.84","5.001","3.618",14,"4.366",24,1,3,22,2,2,1,3,12,2,2,1,3,28,10,12,"41.039933","28.881600"
220,"406,024.72","4,545,331.97",3,2009,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,20,16,2,1,26,20,16,2,1,26,20,16,7,1,3,"41.037431","28.882422"
228,"406,074.20","4,545,251.81",3,2009,"500835.4132","41.827","20.654","21.173","0.0835","3.76",5,"3.2",13,"5.356",26,28,16,7,23,23,2,12,10,4,23,7,16,20,4,23,"41.036715","28.883022"
36,"405,789.36","4,546,138.93",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,18,25,9,16,2,18,16,9,20,2,13,24,9,20,2,"41.044669","28.879500"
61,"405,859.64","4,545,964.14",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,16,20,22,12,10,20,20,3,3,28,20,23,3,3,"41.042615","28.880345"
74,"405,901.55","4,545,849.42",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,25,7,10,20,4,10,21,10,20,23,4,21,10,20,"41.041646","28.880811"
89,"405,956.79","4,545,710.14",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,11,2,13,3,12,14,2,13,3,12,7,2,13,3,26,"41.040220","28.881560"
92,"405,958.91","4,545,700.19",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,13,11,9,3,11,13,14,9,3,25,13,7,9,3,28,"41.040008","28.881579"
101,"405,970.98","4,545,652.57",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,27,18,2,25,10,28,12,2,25,10,28,18,15,25,20,"41.039508","28.881625"
118,"406,009.29","4,545,499.53",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,26,25,10,3,1,26,25,10,3,1,26,25,10,3,"41.038837","28.882001"
119,"406,013.10","4,545,476.88",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,3,3,10,29,2,3,3,10,15,12,7,3,10,23,"41.038837","28.882001"
